"","date","site","site_name","variable","value"
"5090",2016-05-01 13:00:00,"chbo","Chilbolton Observatory","ethene",0.071107
"5091",2016-05-01 14:00:00,"chbo","Chilbolton Observatory","ethene",0.059705
"5092",2016-05-01 15:00:00,"chbo","Chilbolton Observatory","ethene",0.173369
"5093",2016-05-01 16:00:00,"chbo","Chilbolton Observatory","ethene",0.120959
"5094",2016-05-01 17:00:00,"chbo","Chilbolton Observatory","ethene",0.120367
"5095",2016-05-01 18:00:00,"chbo","Chilbolton Observatory","ethene",0.186522
"5096",2016-05-01 19:00:00,"chbo","Chilbolton Observatory","ethene",0.124362
"5097",2016-05-01 20:00:00,"chbo","Chilbolton Observatory","ethene",0.19209
"5098",2016-05-01 21:00:00,"chbo","Chilbolton Observatory","ethene",0.166315
"5099",2016-05-01 22:00:00,"chbo","Chilbolton Observatory","ethene",0.100388
"5100",NA,"chbo","Chilbolton Observatory","ethene",0.088275
"5101",2016-05-02 00:00:00,"chbo","Chilbolton Observatory","ethene",0.083938
"5102",2016-05-02 01:00:00,"chbo","Chilbolton Observatory","ethene",0.086657
"5103",2016-05-02 02:00:00,"chbo","Chilbolton Observatory","ethene",0.030913
"5104",2016-05-02 03:00:00,"chbo","Chilbolton Observatory","ethene",0.03877
"5105",2016-05-02 04:00:00,"chbo","Chilbolton Observatory","ethene",0.06243
"5106",2016-05-02 05:00:00,"chbo","Chilbolton Observatory","ethene",0.073455
"5107",2016-05-02 06:00:00,"chbo","Chilbolton Observatory","ethene",0.060994
"5108",2016-05-02 07:00:00,"chbo","Chilbolton Observatory","ethene",0.101011
"5109",2016-05-02 08:00:00,"chbo","Chilbolton Observatory","ethene",0.130101
"5110",2016-05-02 09:00:00,"chbo","Chilbolton Observatory","ethene",0.089734
"5111",2016-05-02 10:00:00,"chbo","Chilbolton Observatory","ethene",0.056364
"5112",2016-05-02 11:00:00,"chbo","Chilbolton Observatory","ethene",0.054377
"5113",2016-05-02 12:00:00,"chbo","Chilbolton Observatory","ethene",0.046001
"5114",2016-05-02 13:00:00,"chbo","Chilbolton Observatory","ethene",0.051973
"5115",2016-05-02 14:00:00,"chbo","Chilbolton Observatory","ethene",0.139714
"5116",2016-05-02 15:00:00,"chbo","Chilbolton Observatory","ethene",0.121452
"5117",2016-05-02 16:00:00,"chbo","Chilbolton Observatory","ethene",0.013663
"5118",2016-05-02 17:00:00,"chbo","Chilbolton Observatory","ethene",0.122199
"5119",2016-05-02 18:00:00,"chbo","Chilbolton Observatory","ethene",0.087493
"5120",2016-05-02 19:00:00,"chbo","Chilbolton Observatory","ethene",0.077689
"5121",2016-05-02 20:00:00,"chbo","Chilbolton Observatory","ethene",0.063444
"5122",2016-05-02 21:00:00,"chbo","Chilbolton Observatory","ethene",0.140037
"5123",2016-05-02 22:00:00,"chbo","Chilbolton Observatory","ethene",0.125573
"5124",NA,"chbo","Chilbolton Observatory","ethene",0.129885
"5125",2016-05-03 00:00:00,"chbo","Chilbolton Observatory","ethene",0.174495
"5126",2016-05-03 01:00:00,"chbo","Chilbolton Observatory","ethene",0.102913
"5127",2016-05-03 02:00:00,"chbo","Chilbolton Observatory","ethene",0.177388
"5128",2016-05-03 03:00:00,"chbo","Chilbolton Observatory","ethene",0.111938
"5129",2016-05-03 04:00:00,"chbo","Chilbolton Observatory","ethene",0.266795
"5130",2016-05-03 05:00:00,"chbo","Chilbolton Observatory","ethene",0.210995
"5131",2016-05-03 06:00:00,"chbo","Chilbolton Observatory","ethene",0.235338
"5132",2016-05-03 07:00:00,"chbo","Chilbolton Observatory","ethene",0.183748
"5133",2016-05-03 08:00:00,"chbo","Chilbolton Observatory","ethene",0.104102
"5134",2016-05-03 09:00:00,"chbo","Chilbolton Observatory","ethene",0.12296
"5135",2016-05-03 10:00:00,"chbo","Chilbolton Observatory","ethene",0.140997
"5136",2016-05-03 11:00:00,"chbo","Chilbolton Observatory","ethene",0.110185
"5137",2016-05-03 12:00:00,"chbo","Chilbolton Observatory","ethene",0.113178
"5138",2016-05-03 13:00:00,"chbo","Chilbolton Observatory","ethene",0.026687
"5139",2016-05-03 14:00:00,"chbo","Chilbolton Observatory","ethene",0.128163
"5140",2016-05-03 15:00:00,"chbo","Chilbolton Observatory","ethene",0.058591
"5141",2016-05-03 16:00:00,"chbo","Chilbolton Observatory","ethene",0.045883
"5142",2016-05-03 17:00:00,"chbo","Chilbolton Observatory","ethene",0.056926
"5143",2016-05-03 18:00:00,"chbo","Chilbolton Observatory","ethene",0.124267
"5144",2016-05-03 19:00:00,"chbo","Chilbolton Observatory","ethene",0.120679
"5145",2016-05-03 21:00:00,"chbo","Chilbolton Observatory","ethene",0.265599
"5146",2016-05-03 22:00:00,"chbo","Chilbolton Observatory","ethene",0.473294
"5147",NA,"chbo","Chilbolton Observatory","ethene",0.314979
"5148",2016-05-04 00:00:00,"chbo","Chilbolton Observatory","ethene",0.398114
"5149",2016-05-04 01:00:00,"chbo","Chilbolton Observatory","ethene",0.452688
"5150",2016-05-04 02:00:00,"chbo","Chilbolton Observatory","ethene",0.583929
"5151",2016-05-04 03:00:00,"chbo","Chilbolton Observatory","ethene",0.808104
"5152",2016-05-04 04:00:00,"chbo","Chilbolton Observatory","ethene",0.637997
"5153",2016-05-04 05:00:00,"chbo","Chilbolton Observatory","ethene",0.723833
"5154",2016-05-04 06:00:00,"chbo","Chilbolton Observatory","ethene",0.625612
"5155",2016-05-04 07:00:00,"chbo","Chilbolton Observatory","ethene",0.41419
"5156",2016-05-04 08:00:00,"chbo","Chilbolton Observatory","ethene",0.275294
"5157",2016-05-04 09:00:00,"chbo","Chilbolton Observatory","ethene",0.077213
"5158",2016-05-04 10:00:00,"chbo","Chilbolton Observatory","ethene",0.101901
"5159",2016-05-04 11:00:00,"chbo","Chilbolton Observatory","ethene",0.040763
"5160",2016-05-04 12:00:00,"chbo","Chilbolton Observatory","ethene",0.159498
"5161",2016-05-04 13:00:00,"chbo","Chilbolton Observatory","ethene",0.067907
"5162",2016-05-04 14:00:00,"chbo","Chilbolton Observatory","ethene",0.206329
"5163",2016-05-04 15:00:00,"chbo","Chilbolton Observatory","ethene",0.215752
"5164",2016-05-04 16:00:00,"chbo","Chilbolton Observatory","ethene",0.195005
"5165",2016-05-04 17:00:00,"chbo","Chilbolton Observatory","ethene",0.295047
"5166",2016-05-04 18:00:00,"chbo","Chilbolton Observatory","ethene",0.406834
"5167",2016-05-04 19:00:00,"chbo","Chilbolton Observatory","ethene",0.469941
"5168",2016-05-04 20:00:00,"chbo","Chilbolton Observatory","ethene",0.770641
"5169",2016-05-04 21:00:00,"chbo","Chilbolton Observatory","ethene",0.639974
"5170",2016-05-04 22:00:00,"chbo","Chilbolton Observatory","ethene",0.57386
"5171",NA,"chbo","Chilbolton Observatory","ethene",0.63014
"5172",2016-05-05 00:00:00,"chbo","Chilbolton Observatory","ethene",0.656349
"5173",2016-05-05 01:00:00,"chbo","Chilbolton Observatory","ethene",0.767813
"5174",2016-05-05 02:00:00,"chbo","Chilbolton Observatory","ethene",0.796996
"5175",2016-05-05 03:00:00,"chbo","Chilbolton Observatory","ethene",0.699833
"5176",2016-05-05 04:00:00,"chbo","Chilbolton Observatory","ethene",0.675005
"5177",2016-05-05 05:00:00,"chbo","Chilbolton Observatory","ethene",0.698044
"5178",2016-05-05 06:00:00,"chbo","Chilbolton Observatory","ethene",0.712196
"5179",2016-05-05 07:00:00,"chbo","Chilbolton Observatory","ethene",0.468185
"5180",2016-05-05 08:00:00,"chbo","Chilbolton Observatory","ethene",0.433727
"5181",2016-05-05 09:00:00,"chbo","Chilbolton Observatory","ethene",0.320263
"5182",2016-05-05 10:00:00,"chbo","Chilbolton Observatory","ethene",0.170023
"5183",2016-05-05 11:00:00,"chbo","Chilbolton Observatory","ethene",0.100545
"5184",2016-05-05 12:00:00,"chbo","Chilbolton Observatory","ethene",0.121314
"5185",2016-05-05 13:00:00,"chbo","Chilbolton Observatory","ethene",0.044988
"5186",2016-05-05 14:00:00,"chbo","Chilbolton Observatory","ethene",0.04278
"5187",2016-05-05 15:00:00,"chbo","Chilbolton Observatory","ethene",0.067572
"5188",2016-05-05 16:00:00,"chbo","Chilbolton Observatory","ethene",0.098198
"5189",2016-05-05 17:00:00,"chbo","Chilbolton Observatory","ethene",0.116292
"5190",2016-05-05 18:00:00,"chbo","Chilbolton Observatory","ethene",0.195632
"5191",2016-05-05 19:00:00,"chbo","Chilbolton Observatory","ethene",0.268194
"5192",2016-05-05 20:00:00,"chbo","Chilbolton Observatory","ethene",0.299552
"5193",2016-05-05 21:00:00,"chbo","Chilbolton Observatory","ethene",0.322273
"5194",2016-05-05 22:00:00,"chbo","Chilbolton Observatory","ethene",0.409786
"5195",2016-05-06 00:00:00,"chbo","Chilbolton Observatory","ethene",0.814595
"5196",2016-05-06 01:00:00,"chbo","Chilbolton Observatory","ethene",0.819872
"5197",2016-05-06 02:00:00,"chbo","Chilbolton Observatory","ethene",0.901718
"5198",2016-05-06 03:00:00,"chbo","Chilbolton Observatory","ethene",1.149081
"5199",2016-05-06 04:00:00,"chbo","Chilbolton Observatory","ethene",1.184414
"5200",2016-05-06 05:00:00,"chbo","Chilbolton Observatory","ethene",1.312356
"5201",2016-05-06 06:00:00,"chbo","Chilbolton Observatory","ethene",1.217168
"5202",2016-05-06 07:00:00,"chbo","Chilbolton Observatory","ethene",1.149084
"5203",2016-05-06 08:00:00,"chbo","Chilbolton Observatory","ethene",0.907616
"5204",2016-05-06 09:00:00,"chbo","Chilbolton Observatory","ethene",0.409889
"5205",2016-05-06 10:00:00,"chbo","Chilbolton Observatory","ethene",0.223121
"5206",2016-05-06 11:00:00,"chbo","Chilbolton Observatory","ethene",0.159764
"5207",2016-05-06 12:00:00,"chbo","Chilbolton Observatory","ethene",0.17432
"5208",2016-05-06 13:00:00,"chbo","Chilbolton Observatory","ethene",0.089282
"5209",2016-05-06 14:00:00,"chbo","Chilbolton Observatory","ethene",0.068943
"5210",2016-05-06 15:00:00,"chbo","Chilbolton Observatory","ethene",0.09434
"5211",2016-05-06 16:00:00,"chbo","Chilbolton Observatory","ethene",0.145817
"5212",2016-05-06 17:00:00,"chbo","Chilbolton Observatory","ethene",0.182176
"5213",2016-05-06 18:00:00,"chbo","Chilbolton Observatory","ethene",0.200194
"5214",2016-05-06 19:00:00,"chbo","Chilbolton Observatory","ethene",0.262101
"5215",2016-05-06 20:00:00,"chbo","Chilbolton Observatory","ethene",0.358563
"5216",2016-05-06 21:00:00,"chbo","Chilbolton Observatory","ethene",0.556209
"5217",2016-05-06 22:00:00,"chbo","Chilbolton Observatory","ethene",0.61205
"5218",NA,"chbo","Chilbolton Observatory","ethene",0.798018
"5219",2016-05-07 00:00:00,"chbo","Chilbolton Observatory","ethene",0.731175
"5220",2016-05-07 01:00:00,"chbo","Chilbolton Observatory","ethene",0.70573
"5221",2016-05-07 02:00:00,"chbo","Chilbolton Observatory","ethene",0.799109
"5222",2016-05-07 03:00:00,"chbo","Chilbolton Observatory","ethene",0.925689
"5223",2016-05-07 04:00:00,"chbo","Chilbolton Observatory","ethene",0.945945
"5224",2016-05-07 05:00:00,"chbo","Chilbolton Observatory","ethene",0.935891
"5225",2016-05-07 06:00:00,"chbo","Chilbolton Observatory","ethene",1.05913
"5226",2016-05-07 07:00:00,"chbo","Chilbolton Observatory","ethene",0.633704
"5227",2016-05-07 08:00:00,"chbo","Chilbolton Observatory","ethene",0.507496
"5228",2016-05-07 09:00:00,"chbo","Chilbolton Observatory","ethene",0.331146
"5229",2016-05-07 10:00:00,"chbo","Chilbolton Observatory","ethene",0.279722
"5230",2016-05-07 11:00:00,"chbo","Chilbolton Observatory","ethene",0.107718
"5231",2016-05-07 12:00:00,"chbo","Chilbolton Observatory","ethene",0.073956
"5232",2016-05-07 13:00:00,"chbo","Chilbolton Observatory","ethene",0.163298
"5233",2016-05-07 14:00:00,"chbo","Chilbolton Observatory","ethene",0.152823
"5234",2016-05-07 15:00:00,"chbo","Chilbolton Observatory","ethene",0.158214
"5235",2016-05-07 16:00:00,"chbo","Chilbolton Observatory","ethene",0.169127
"5236",2016-05-07 17:00:00,"chbo","Chilbolton Observatory","ethene",0.28908
"5237",2016-05-07 18:00:00,"chbo","Chilbolton Observatory","ethene",0.376794
"5238",2016-05-07 19:00:00,"chbo","Chilbolton Observatory","ethene",0.390761
"5239",2016-05-07 20:00:00,"chbo","Chilbolton Observatory","ethene",0.478093
"5240",2016-05-07 21:00:00,"chbo","Chilbolton Observatory","ethene",0.36507
"5241",2016-05-07 22:00:00,"chbo","Chilbolton Observatory","ethene",0.496208
"5242",NA,"chbo","Chilbolton Observatory","ethene",0.466905
"5243",2016-05-08 00:00:00,"chbo","Chilbolton Observatory","ethene",0.396068
"5244",2016-05-08 01:00:00,"chbo","Chilbolton Observatory","ethene",0.378056
"5245",2016-05-08 02:00:00,"chbo","Chilbolton Observatory","ethene",0.434975
"5246",2016-05-08 03:00:00,"chbo","Chilbolton Observatory","ethene",0.534452
"5247",2016-05-08 04:00:00,"chbo","Chilbolton Observatory","ethene",0.602735
"5248",2016-05-08 05:00:00,"chbo","Chilbolton Observatory","ethene",0.605136
"5249",2016-05-08 06:00:00,"chbo","Chilbolton Observatory","ethene",0.485801
"5250",2016-05-08 07:00:00,"chbo","Chilbolton Observatory","ethene",0.402866
"5251",2016-05-08 08:00:00,"chbo","Chilbolton Observatory","ethene",0.272267
"5252",2016-05-08 09:00:00,"chbo","Chilbolton Observatory","ethene",0.195744
"5253",2016-05-08 10:00:00,"chbo","Chilbolton Observatory","ethene",0.145714
"5254",2016-05-08 11:00:00,"chbo","Chilbolton Observatory","ethene",0.212923
"5255",2016-05-08 12:00:00,"chbo","Chilbolton Observatory","ethene",0.242857
"5256",2016-05-08 13:00:00,"chbo","Chilbolton Observatory","ethene",0.084884
"5257",2016-05-08 14:00:00,"chbo","Chilbolton Observatory","ethene",0.122077
"5258",2016-05-08 15:00:00,"chbo","Chilbolton Observatory","ethene",0.093186
"5259",2016-05-08 16:00:00,"chbo","Chilbolton Observatory","ethene",0.108217
"5260",2016-05-08 17:00:00,"chbo","Chilbolton Observatory","ethene",0.174795
"5261",2016-05-08 18:00:00,"chbo","Chilbolton Observatory","ethene",0.39745
"5262",2016-05-08 19:00:00,"chbo","Chilbolton Observatory","ethene",0.383983
"5263",2016-05-08 20:00:00,"chbo","Chilbolton Observatory","ethene",0.501564
"5264",2016-05-08 21:00:00,"chbo","Chilbolton Observatory","ethene",0.293714
"5265",2016-05-08 22:00:00,"chbo","Chilbolton Observatory","ethene",0.340978
"5266",NA,"chbo","Chilbolton Observatory","ethene",0.442135
"5267",2016-05-09 00:00:00,"chbo","Chilbolton Observatory","ethene",0.636518
"5268",2016-05-09 01:00:00,"chbo","Chilbolton Observatory","ethene",0.702686
"5269",2016-05-09 02:00:00,"chbo","Chilbolton Observatory","ethene",0.913724
"5270",2016-05-09 03:00:00,"chbo","Chilbolton Observatory","ethene",0.619825
"5271",2016-05-09 04:00:00,"chbo","Chilbolton Observatory","ethene",0.500481
"5272",2016-05-09 08:00:00,"chbo","Chilbolton Observatory","ethene",0.472572
"5273",2016-05-09 09:00:00,"chbo","Chilbolton Observatory","ethene",0.295609
"5274",2016-05-09 10:00:00,"chbo","Chilbolton Observatory","ethene",0.229878
"5275",2016-05-09 11:00:00,"chbo","Chilbolton Observatory","ethene",0.356555
"5276",2016-05-09 12:00:00,"chbo","Chilbolton Observatory","ethene",0.111901
"5277",2016-05-09 13:00:00,"chbo","Chilbolton Observatory","ethene",0.083478
"5278",2016-05-09 14:00:00,"chbo","Chilbolton Observatory","ethene",0.143076
"5279",2016-05-09 15:00:00,"chbo","Chilbolton Observatory","ethene",0.096497
"5280",2016-05-09 16:00:00,"chbo","Chilbolton Observatory","ethene",0.113979
"5281",2016-05-09 17:00:00,"chbo","Chilbolton Observatory","ethene",0.216615
"5282",2016-05-09 18:00:00,"chbo","Chilbolton Observatory","ethene",0.13124
"5283",2016-05-09 19:00:00,"chbo","Chilbolton Observatory","ethene",0.307143
"5284",2016-05-09 20:00:00,"chbo","Chilbolton Observatory","ethene",0.369313
"5285",2016-05-09 21:00:00,"chbo","Chilbolton Observatory","ethene",0.490554
"5286",2016-05-09 22:00:00,"chbo","Chilbolton Observatory","ethene",0.496266
"5287",NA,"chbo","Chilbolton Observatory","ethene",0.160796
"5288",2016-05-10 00:00:00,"chbo","Chilbolton Observatory","ethene",0.420272
"5289",2016-05-10 01:00:00,"chbo","Chilbolton Observatory","ethene",0.397692
"5290",2016-05-10 02:00:00,"chbo","Chilbolton Observatory","ethene",0.423413
"5291",2016-05-10 03:00:00,"chbo","Chilbolton Observatory","ethene",0.5782
"5292",2016-05-10 04:00:00,"chbo","Chilbolton Observatory","ethene",0.424888
"5293",2016-05-10 05:00:00,"chbo","Chilbolton Observatory","ethene",0.723794
"5294",2016-05-10 06:00:00,"chbo","Chilbolton Observatory","ethene",0.903283
"5295",2016-05-10 07:00:00,"chbo","Chilbolton Observatory","ethene",0.836088
"5296",2016-05-10 08:00:00,"chbo","Chilbolton Observatory","ethene",0.697416
"5297",2016-05-10 09:00:00,"chbo","Chilbolton Observatory","ethene",0.658225
"5298",2016-05-10 10:00:00,"chbo","Chilbolton Observatory","ethene",0.45493
"5299",2016-05-10 11:00:00,"chbo","Chilbolton Observatory","ethene",0.569411
"5300",2016-05-10 12:00:00,"chbo","Chilbolton Observatory","ethene",0.509473
"5301",2016-05-10 13:00:00,"chbo","Chilbolton Observatory","ethene",0.42172
"5302",2016-05-10 14:00:00,"chbo","Chilbolton Observatory","ethene",0.755747
"5303",2016-05-10 15:00:00,"chbo","Chilbolton Observatory","ethene",0.203619
"5304",2016-05-10 16:00:00,"chbo","Chilbolton Observatory","ethene",0.084732
"5305",2016-05-10 17:00:00,"chbo","Chilbolton Observatory","ethene",0.199006
"5306",2016-05-10 18:00:00,"chbo","Chilbolton Observatory","ethene",0.205797
"5307",2016-05-10 19:00:00,"chbo","Chilbolton Observatory","ethene",0.256483
"5308",2016-05-10 20:00:00,"chbo","Chilbolton Observatory","ethene",0.347622
"5309",2016-05-10 21:00:00,"chbo","Chilbolton Observatory","ethene",0.496217
"5310",2016-05-10 22:00:00,"chbo","Chilbolton Observatory","ethene",0.509227
"5311",NA,"chbo","Chilbolton Observatory","ethene",0.415593
"5312",2016-05-11 00:00:00,"chbo","Chilbolton Observatory","ethene",0.346686
"5313",2016-05-11 01:00:00,"chbo","Chilbolton Observatory","ethene",0.44017
"5314",2016-05-11 02:00:00,"chbo","Chilbolton Observatory","ethene",0.777511
"5315",2016-05-11 03:00:00,"chbo","Chilbolton Observatory","ethene",0.802398
"5316",2016-05-11 04:00:00,"chbo","Chilbolton Observatory","ethene",1.365191
"5317",2016-05-11 05:00:00,"chbo","Chilbolton Observatory","ethene",1.017489
"5318",2016-05-11 06:00:00,"chbo","Chilbolton Observatory","ethene",1.102771
"5319",2016-05-11 07:00:00,"chbo","Chilbolton Observatory","ethene",1.03239
"5320",2016-05-11 08:00:00,"chbo","Chilbolton Observatory","ethene",1.099138
"5321",2016-05-11 09:00:00,"chbo","Chilbolton Observatory","ethene",0.880588
"5322",2016-05-11 10:00:00,"chbo","Chilbolton Observatory","ethene",0.38469
"5323",2016-05-11 11:00:00,"chbo","Chilbolton Observatory","ethene",0.889828
"5324",2016-05-11 12:00:00,"chbo","Chilbolton Observatory","ethene",2.40079
"5325",2016-05-11 13:00:00,"chbo","Chilbolton Observatory","ethene",0.387213
"5326",2016-05-11 14:00:00,"chbo","Chilbolton Observatory","ethene",0.259399
"5327",2016-05-11 15:00:00,"chbo","Chilbolton Observatory","ethene",0.285175
"5328",2016-05-11 16:00:00,"chbo","Chilbolton Observatory","ethene",0.299098
"5329",2016-05-11 17:00:00,"chbo","Chilbolton Observatory","ethene",0.244959
"5330",2016-05-11 18:00:00,"chbo","Chilbolton Observatory","ethene",0.227297
"5331",2016-05-11 19:00:00,"chbo","Chilbolton Observatory","ethene",0.418238
"5332",2016-05-11 20:00:00,"chbo","Chilbolton Observatory","ethene",0.477287
"5333",2016-05-11 21:00:00,"chbo","Chilbolton Observatory","ethene",0.367408
"5334",2016-05-11 22:00:00,"chbo","Chilbolton Observatory","ethene",0.472909
"5335",NA,"chbo","Chilbolton Observatory","ethene",0.824229
"5336",2016-05-12 00:00:00,"chbo","Chilbolton Observatory","ethene",0.836622
"5337",2016-05-12 01:00:00,"chbo","Chilbolton Observatory","ethene",0.734212
"5338",2016-05-12 02:00:00,"chbo","Chilbolton Observatory","ethene",0.73334
"5339",2016-05-12 03:00:00,"chbo","Chilbolton Observatory","ethene",0.776876
"5340",2016-05-12 04:00:00,"chbo","Chilbolton Observatory","ethene",0.448274
"5341",2016-05-12 05:00:00,"chbo","Chilbolton Observatory","ethene",0.34934
"5342",2016-05-12 06:00:00,"chbo","Chilbolton Observatory","ethene",1.674224
"5343",2016-05-12 07:00:00,"chbo","Chilbolton Observatory","ethene",0.491323
"5344",2016-05-12 08:00:00,"chbo","Chilbolton Observatory","ethene",0.393486
"5345",2016-05-12 09:00:00,"chbo","Chilbolton Observatory","ethene",0.406078
"5346",2016-05-12 10:00:00,"chbo","Chilbolton Observatory","ethene",0.370065
"5347",2016-05-12 11:00:00,"chbo","Chilbolton Observatory","ethene",0.358815
"5348",2016-05-12 12:00:00,"chbo","Chilbolton Observatory","ethene",0.271684
"5349",2016-05-12 13:00:00,"chbo","Chilbolton Observatory","ethene",0.236898
"5350",2016-05-12 14:00:00,"chbo","Chilbolton Observatory","ethene",0.239703
"5351",2016-05-12 15:00:00,"chbo","Chilbolton Observatory","ethene",0.092979
"5352",2016-05-12 16:00:00,"chbo","Chilbolton Observatory","ethene",0.183478
"5353",2016-05-12 17:00:00,"chbo","Chilbolton Observatory","ethene",0.155641
"5354",2016-05-12 18:00:00,"chbo","Chilbolton Observatory","ethene",0.159552
"5355",2016-05-12 19:00:00,"chbo","Chilbolton Observatory","ethene",0.106324
"5356",2016-05-12 20:00:00,"chbo","Chilbolton Observatory","ethene",0.243744
"5357",2016-05-12 21:00:00,"chbo","Chilbolton Observatory","ethene",0.342567
"5358",2016-05-12 22:00:00,"chbo","Chilbolton Observatory","ethene",0.266799
"5359",NA,"chbo","Chilbolton Observatory","ethene",0.214957
"5360",2016-05-13 02:00:00,"chbo","Chilbolton Observatory","ethene",0.136259
"5361",2016-05-13 03:00:00,"chbo","Chilbolton Observatory","ethene",0.093958
"5362",2016-05-13 04:00:00,"chbo","Chilbolton Observatory","ethene",0.060224
"5363",2016-05-13 05:00:00,"chbo","Chilbolton Observatory","ethene",0.224648
"5364",2016-05-13 06:00:00,"chbo","Chilbolton Observatory","ethene",0.421508
"5365",2016-05-13 07:00:00,"chbo","Chilbolton Observatory","ethene",0.420439
"5366",2016-05-13 08:00:00,"chbo","Chilbolton Observatory","ethene",0.484223
"5367",2016-05-13 09:00:00,"chbo","Chilbolton Observatory","ethene",0.265304
"5368",2016-05-13 10:00:00,"chbo","Chilbolton Observatory","ethene",0.118306
"5369",2016-05-13 11:00:00,"chbo","Chilbolton Observatory","ethene",0.145366
"5370",2016-05-13 12:00:00,"chbo","Chilbolton Observatory","ethene",0.105426
"5371",2016-05-13 13:00:00,"chbo","Chilbolton Observatory","ethene",0.17109
"5372",2016-05-13 14:00:00,"chbo","Chilbolton Observatory","ethene",0.120248
"5373",2016-05-13 15:00:00,"chbo","Chilbolton Observatory","ethene",0.357026
"5374",2016-05-13 16:00:00,"chbo","Chilbolton Observatory","ethene",0.154926
"5375",2016-05-13 17:00:00,"chbo","Chilbolton Observatory","ethene",0.147063
"5376",2016-05-13 18:00:00,"chbo","Chilbolton Observatory","ethene",0.196118
"5377",2016-05-13 19:00:00,"chbo","Chilbolton Observatory","ethene",0.233009
"5378",2016-05-13 20:00:00,"chbo","Chilbolton Observatory","ethene",0.130576
"5379",2016-05-13 21:00:00,"chbo","Chilbolton Observatory","ethene",0.091799
"5380",2016-05-13 22:00:00,"chbo","Chilbolton Observatory","ethene",0.080504
"5381",NA,"chbo","Chilbolton Observatory","ethene",0.092588
"5382",2016-05-14 00:00:00,"chbo","Chilbolton Observatory","ethene",0.038662
"5383",2016-05-14 01:00:00,"chbo","Chilbolton Observatory","ethene",0.10759
"5384",2016-05-14 02:00:00,"chbo","Chilbolton Observatory","ethene",0.066732
"5385",2016-05-14 03:00:00,"chbo","Chilbolton Observatory","ethene",0.124985
"5386",2016-05-14 04:00:00,"chbo","Chilbolton Observatory","ethene",0.067518
"5387",2016-05-14 05:00:00,"chbo","Chilbolton Observatory","ethene",0.094693
"5388",2016-05-14 06:00:00,"chbo","Chilbolton Observatory","ethene",0.102696
"5389",2016-05-14 07:00:00,"chbo","Chilbolton Observatory","ethene",0.087452
"5390",2016-05-14 08:00:00,"chbo","Chilbolton Observatory","ethene",0.047996
"5391",2016-05-14 09:00:00,"chbo","Chilbolton Observatory","ethene",0.097903
"5392",2016-05-14 10:00:00,"chbo","Chilbolton Observatory","ethene",0.132188
"5393",2016-05-14 11:00:00,"chbo","Chilbolton Observatory","ethene",0.030233
"5394",2016-05-14 12:00:00,"chbo","Chilbolton Observatory","ethene",0.015344
"5395",2016-05-14 13:00:00,"chbo","Chilbolton Observatory","ethene",0.056272
"5396",2016-05-14 14:00:00,"chbo","Chilbolton Observatory","ethene",0.049848
"5397",2016-05-14 15:00:00,"chbo","Chilbolton Observatory","ethene",0.071514
"5398",2016-05-14 16:00:00,"chbo","Chilbolton Observatory","ethene",0.067135
"5399",2016-05-14 17:00:00,"chbo","Chilbolton Observatory","ethene",0.141366
"5400",2016-05-14 18:00:00,"chbo","Chilbolton Observatory","ethene",0.074378
"5401",2016-05-14 19:00:00,"chbo","Chilbolton Observatory","ethene",0.103806
"5402",2016-05-14 20:00:00,"chbo","Chilbolton Observatory","ethene",0.221044
"5403",2016-05-14 21:00:00,"chbo","Chilbolton Observatory","ethene",0.167649
"5404",2016-05-14 22:00:00,"chbo","Chilbolton Observatory","ethene",0.36921
"5405",NA,"chbo","Chilbolton Observatory","ethene",0.503293
"5406",2016-05-15 00:00:00,"chbo","Chilbolton Observatory","ethene",0.419956
"5407",2016-05-15 01:00:00,"chbo","Chilbolton Observatory","ethene",0.61896
"5408",2016-05-15 02:00:00,"chbo","Chilbolton Observatory","ethene",0.619835
"5409",2016-05-15 03:00:00,"chbo","Chilbolton Observatory","ethene",0.681223
"5410",2016-05-15 04:00:00,"chbo","Chilbolton Observatory","ethene",0.637054
"5411",2016-05-15 05:00:00,"chbo","Chilbolton Observatory","ethene",0.705589
"5412",2016-05-15 06:00:00,"chbo","Chilbolton Observatory","ethene",0.722163
"5413",2016-05-15 07:00:00,"chbo","Chilbolton Observatory","ethene",0.50888
"5414",2016-05-15 08:00:00,"chbo","Chilbolton Observatory","ethene",0.396169
"5415",2016-05-15 09:00:00,"chbo","Chilbolton Observatory","ethene",0.302084
"5416",2016-05-15 10:00:00,"chbo","Chilbolton Observatory","ethene",0.120923
"5417",2016-05-15 11:00:00,"chbo","Chilbolton Observatory","ethene",0.1326
"5418",2016-05-15 12:00:00,"chbo","Chilbolton Observatory","ethene",0.196937
"5419",2016-05-15 13:00:00,"chbo","Chilbolton Observatory","ethene",0.134866
"5420",2016-05-15 14:00:00,"chbo","Chilbolton Observatory","ethene",0.059879
"5421",2016-05-15 15:00:00,"chbo","Chilbolton Observatory","ethene",0.127593
"5422",2016-05-15 16:00:00,"chbo","Chilbolton Observatory","ethene",0.097709
"5423",2016-05-15 17:00:00,"chbo","Chilbolton Observatory","ethene",0.119133
"5424",2016-05-15 18:00:00,"chbo","Chilbolton Observatory","ethene",0.166212
"5425",2016-05-15 19:00:00,"chbo","Chilbolton Observatory","ethene",0.084041
