"","date","site","site_name","variable","value"
"18651",2016-04-18 09:00:00,"chbo","Chilbolton Observatory","2mepent",0.051449
"18652",2016-04-18 10:00:00,"chbo","Chilbolton Observatory","2mepent",0.030514
"18653",2016-04-18 11:00:00,"chbo","Chilbolton Observatory","2mepent",0.012658
"18654",2016-04-18 12:00:00,"chbo","Chilbolton Observatory","2mepent",0.038695
"18655",2016-04-18 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.019677
"18656",2016-04-18 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.032595
"18657",2016-04-18 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.033671
"18658",2016-04-18 16:00:00,"chbo","Chilbolton Observatory","2mepent",0.071466
"18659",2016-04-18 17:00:00,"chbo","Chilbolton Observatory","2mepent",0.038849
"18660",2016-04-18 18:00:00,"chbo","Chilbolton Observatory","2mepent",0.022734
"18661",2016-04-18 19:00:00,"chbo","Chilbolton Observatory","2mepent",0.027196
"18662",2016-04-18 20:00:00,"chbo","Chilbolton Observatory","2mepent",0.079764
"18663",2016-04-18 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.022655
"18664",2016-04-18 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.029981
"18665",NA,"chbo","Chilbolton Observatory","2mepent",0.036775
"18666",2016-04-22 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.143045
"18667",2016-04-22 16:00:00,"chbo","Chilbolton Observatory","2mepent",0.115063
"18668",2016-04-22 17:00:00,"chbo","Chilbolton Observatory","2mepent",0.097943
"18669",2016-04-22 18:00:00,"chbo","Chilbolton Observatory","2mepent",0.145834
"18670",2016-04-22 19:00:00,"chbo","Chilbolton Observatory","2mepent",0.070886
"18671",2016-04-22 20:00:00,"chbo","Chilbolton Observatory","2mepent",0.074934
"18672",2016-04-22 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.046286
"18673",2016-04-22 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.048564
"18674",NA,"chbo","Chilbolton Observatory","2mepent",0.043544
"18675",2016-04-23 00:00:00,"chbo","Chilbolton Observatory","2mepent",0.053116
"18676",2016-04-23 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.029728
"18677",2016-04-23 02:00:00,"chbo","Chilbolton Observatory","2mepent",0.059498
"18678",2016-04-23 03:00:00,"chbo","Chilbolton Observatory","2mepent",0.055479
"18679",2016-04-23 04:00:00,"chbo","Chilbolton Observatory","2mepent",0.041809
"18680",2016-04-23 05:00:00,"chbo","Chilbolton Observatory","2mepent",0.096227
"18681",2016-04-23 06:00:00,"chbo","Chilbolton Observatory","2mepent",0.058779
"18682",2016-04-23 07:00:00,"chbo","Chilbolton Observatory","2mepent",0.055965
"18683",2016-04-23 11:00:00,"chbo","Chilbolton Observatory","2mepent",0.048324
"18684",2016-04-23 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.103557
"18685",2016-04-23 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.042106
"18686",2016-04-23 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.045399
"18687",2016-04-23 16:00:00,"chbo","Chilbolton Observatory","2mepent",0.048217
"18688",2016-04-23 17:00:00,"chbo","Chilbolton Observatory","2mepent",0.032899
"18689",2016-04-23 18:00:00,"chbo","Chilbolton Observatory","2mepent",0.07119
"18690",2016-04-23 19:00:00,"chbo","Chilbolton Observatory","2mepent",0.05353
"18691",2016-04-23 20:00:00,"chbo","Chilbolton Observatory","2mepent",0.083472
"18692",2016-04-23 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.07005
"18693",2016-04-23 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.107218
"18694",NA,"chbo","Chilbolton Observatory","2mepent",0.06627
"18695",2016-04-24 00:00:00,"chbo","Chilbolton Observatory","2mepent",0.070021
"18696",2016-04-24 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.075016
"18697",2016-04-24 02:00:00,"chbo","Chilbolton Observatory","2mepent",0.068251
"18698",2016-04-24 03:00:00,"chbo","Chilbolton Observatory","2mepent",0.038713
"18699",2016-04-24 04:00:00,"chbo","Chilbolton Observatory","2mepent",0.034737
"18700",2016-04-24 05:00:00,"chbo","Chilbolton Observatory","2mepent",0.056405
"18701",2016-04-24 06:00:00,"chbo","Chilbolton Observatory","2mepent",0.059569
"18702",2016-04-24 07:00:00,"chbo","Chilbolton Observatory","2mepent",0.047759
"18703",2016-04-24 08:00:00,"chbo","Chilbolton Observatory","2mepent",0.025941
"18704",2016-04-24 09:00:00,"chbo","Chilbolton Observatory","2mepent",0.050066
"18705",2016-04-24 10:00:00,"chbo","Chilbolton Observatory","2mepent",0.090498
"18706",2016-04-24 11:00:00,"chbo","Chilbolton Observatory","2mepent",0.039296
"18707",2016-04-24 12:00:00,"chbo","Chilbolton Observatory","2mepent",0.032384
"18708",2016-04-24 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.048138
"18709",2016-04-24 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.061561
"18710",2016-04-24 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.063789
"18711",2016-04-24 16:00:00,"chbo","Chilbolton Observatory","2mepent",0.065784
"18712",2016-04-24 17:00:00,"chbo","Chilbolton Observatory","2mepent",0.066724
"18713",2016-04-24 18:00:00,"chbo","Chilbolton Observatory","2mepent",0.042628
"18714",2016-04-24 19:00:00,"chbo","Chilbolton Observatory","2mepent",0.271073
"18715",2016-04-24 20:00:00,"chbo","Chilbolton Observatory","2mepent",0.315468
"18716",2016-04-24 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.122461
"18717",2016-04-24 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.05953
"18718",NA,"chbo","Chilbolton Observatory","2mepent",0.031186
"18719",2016-04-25 00:00:00,"chbo","Chilbolton Observatory","2mepent",0.054567
"18720",2016-04-25 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.033729
"18721",2016-04-25 02:00:00,"chbo","Chilbolton Observatory","2mepent",0.038195
"18722",2016-04-25 03:00:00,"chbo","Chilbolton Observatory","2mepent",0.038506
"18723",2016-04-25 04:00:00,"chbo","Chilbolton Observatory","2mepent",0.037515
"18724",2016-04-25 05:00:00,"chbo","Chilbolton Observatory","2mepent",0.04678
"18725",2016-04-25 06:00:00,"chbo","Chilbolton Observatory","2mepent",0.034165
"18726",2016-04-25 08:00:00,"chbo","Chilbolton Observatory","2mepent",0.029066
"18727",2016-04-25 09:00:00,"chbo","Chilbolton Observatory","2mepent",0.048285
"18728",2016-04-25 10:00:00,"chbo","Chilbolton Observatory","2mepent",0.060764
"18729",2016-04-25 11:00:00,"chbo","Chilbolton Observatory","2mepent",0.042056
"18730",2016-04-25 12:00:00,"chbo","Chilbolton Observatory","2mepent",0.035903
"18731",2016-04-25 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.046762
"18732",2016-04-25 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.037576
"18733",2016-04-25 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.044588
"18734",2016-04-25 16:00:00,"chbo","Chilbolton Observatory","2mepent",0.029002
"18735",2016-04-25 18:00:00,"chbo","Chilbolton Observatory","2mepent",0.039053
"18736",2016-04-25 19:00:00,"chbo","Chilbolton Observatory","2mepent",0.040011
"18737",2016-04-25 20:00:00,"chbo","Chilbolton Observatory","2mepent",0.055386
"18738",2016-04-25 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.111283
"18739",2016-04-25 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.064357
"18740",NA,"chbo","Chilbolton Observatory","2mepent",0.052973
"18741",2016-04-26 00:00:00,"chbo","Chilbolton Observatory","2mepent",0.037787
"18742",2016-04-26 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.036814
"18743",2016-04-26 02:00:00,"chbo","Chilbolton Observatory","2mepent",0.020667
"18744",2016-04-26 03:00:00,"chbo","Chilbolton Observatory","2mepent",0.124524
"18745",2016-04-26 04:00:00,"chbo","Chilbolton Observatory","2mepent",0.051785
"18746",2016-04-26 05:00:00,"chbo","Chilbolton Observatory","2mepent",0.050727
"18747",2016-04-26 06:00:00,"chbo","Chilbolton Observatory","2mepent",0.040168
"18748",2016-04-26 07:00:00,"chbo","Chilbolton Observatory","2mepent",0.021114
"18749",2016-04-26 08:00:00,"chbo","Chilbolton Observatory","2mepent",0.061193
"18750",2016-04-26 09:00:00,"chbo","Chilbolton Observatory","2mepent",0.040998
"18751",2016-04-26 10:00:00,"chbo","Chilbolton Observatory","2mepent",0.046125
"18752",2016-04-26 11:00:00,"chbo","Chilbolton Observatory","2mepent",0.051499
"18753",2016-04-26 12:00:00,"chbo","Chilbolton Observatory","2mepent",0.045857
"18754",2016-04-26 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.057903
"18755",2016-04-26 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.072159
"18756",2016-04-26 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.03813
"18757",2016-04-26 16:00:00,"chbo","Chilbolton Observatory","2mepent",0.034862
"18758",2016-04-26 17:00:00,"chbo","Chilbolton Observatory","2mepent",0.031086
"18759",2016-04-26 18:00:00,"chbo","Chilbolton Observatory","2mepent",0.050205
"18760",2016-04-26 19:00:00,"chbo","Chilbolton Observatory","2mepent",0.03346
"18761",2016-04-26 20:00:00,"chbo","Chilbolton Observatory","2mepent",0.047673
"18762",2016-04-26 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.029306
"18763",2016-04-26 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.051507
"18764",NA,"chbo","Chilbolton Observatory","2mepent",0.027815
"18765",2016-04-27 00:00:00,"chbo","Chilbolton Observatory","2mepent",0.052229
"18766",2016-04-27 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.037276
"18767",2016-04-27 02:00:00,"chbo","Chilbolton Observatory","2mepent",0.039135
"18768",2016-04-27 03:00:00,"chbo","Chilbolton Observatory","2mepent",0.034319
"18769",2016-04-27 04:00:00,"chbo","Chilbolton Observatory","2mepent",0.058314
"18770",2016-04-27 05:00:00,"chbo","Chilbolton Observatory","2mepent",0.027682
"18771",2016-04-27 06:00:00,"chbo","Chilbolton Observatory","2mepent",0.032209
"18772",2016-04-27 07:00:00,"chbo","Chilbolton Observatory","2mepent",0.052493
"18773",2016-04-27 08:00:00,"chbo","Chilbolton Observatory","2mepent",0.026116
"18774",2016-04-27 09:00:00,"chbo","Chilbolton Observatory","2mepent",0.053702
"18775",2016-04-27 10:00:00,"chbo","Chilbolton Observatory","2mepent",0.025576
"18776",2016-04-27 11:00:00,"chbo","Chilbolton Observatory","2mepent",0.074419
"18777",2016-04-27 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.041824
"18778",2016-04-27 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.043208
"18779",2016-04-27 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.036736
"18780",2016-04-27 16:00:00,"chbo","Chilbolton Observatory","2mepent",0.046998
"18781",2016-04-27 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.063907
"18782",NA,"chbo","Chilbolton Observatory","2mepent",0.079807
"18783",2016-04-28 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.047219
"18784",2016-04-28 02:00:00,"chbo","Chilbolton Observatory","2mepent",0.051474
"18785",2016-04-28 03:00:00,"chbo","Chilbolton Observatory","2mepent",0.087491
"18786",2016-04-28 04:00:00,"chbo","Chilbolton Observatory","2mepent",0.058772
"18787",2016-04-28 05:00:00,"chbo","Chilbolton Observatory","2mepent",0.082618
"18788",2016-04-28 06:00:00,"chbo","Chilbolton Observatory","2mepent",0.052061
"18789",2016-04-28 07:00:00,"chbo","Chilbolton Observatory","2mepent",0.065448
"18790",2016-04-28 08:00:00,"chbo","Chilbolton Observatory","2mepent",0.04516
"18791",2016-04-28 09:00:00,"chbo","Chilbolton Observatory","2mepent",0.030085
"18792",2016-04-28 10:00:00,"chbo","Chilbolton Observatory","2mepent",0.072989
"18793",2016-04-28 11:00:00,"chbo","Chilbolton Observatory","2mepent",0.012722
"18794",2016-04-28 12:00:00,"chbo","Chilbolton Observatory","2mepent",0.037479
"18795",2016-04-28 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.050101
"18796",2016-04-28 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.026063
"18797",2016-04-28 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.039453
"18798",2016-04-28 16:00:00,"chbo","Chilbolton Observatory","2mepent",0.029184
"18799",2016-04-28 17:00:00,"chbo","Chilbolton Observatory","2mepent",0.021901
"18800",2016-04-28 19:00:00,"chbo","Chilbolton Observatory","2mepent",0.013258
"18801",2016-04-28 20:00:00,"chbo","Chilbolton Observatory","2mepent",0.015243
"18802",2016-04-28 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.01864
"18803",2016-04-28 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.026048
"18804",NA,"chbo","Chilbolton Observatory","2mepent",0.00374
"18805",2016-04-29 00:00:00,"chbo","Chilbolton Observatory","2mepent",0.033675
"18806",2016-04-29 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.018068
"18807",2016-04-29 04:00:00,"chbo","Chilbolton Observatory","2mepent",0.027153
"18808",2016-04-29 07:00:00,"chbo","Chilbolton Observatory","2mepent",0.028362
"18809",2016-04-29 08:00:00,"chbo","Chilbolton Observatory","2mepent",0.029134
"18810",2016-04-29 10:00:00,"chbo","Chilbolton Observatory","2mepent",0.022744
"18811",2016-04-29 11:00:00,"chbo","Chilbolton Observatory","2mepent",0.015468
"18812",2016-04-29 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.029749
"18813",2016-04-29 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.017388
"18814",2016-04-29 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.03453
"18815",2016-04-29 17:00:00,"chbo","Chilbolton Observatory","2mepent",0.038527
"18816",2016-04-29 19:00:00,"chbo","Chilbolton Observatory","2mepent",0.026431
"18817",2016-04-29 20:00:00,"chbo","Chilbolton Observatory","2mepent",0.0641
"18818",2016-04-29 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.050191
"18819",2016-04-29 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.060034
"18820",NA,"chbo","Chilbolton Observatory","2mepent",0.086701
"18821",2016-04-30 00:00:00,"chbo","Chilbolton Observatory","2mepent",0.062823
"18822",2016-04-30 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.03311
"18823",2016-04-30 03:00:00,"chbo","Chilbolton Observatory","2mepent",0.04408
"18824",2016-04-30 04:00:00,"chbo","Chilbolton Observatory","2mepent",0.038799
"18825",2016-04-30 05:00:00,"chbo","Chilbolton Observatory","2mepent",0.045328
"18826",2016-04-30 06:00:00,"chbo","Chilbolton Observatory","2mepent",0.052751
"18827",2016-04-30 07:00:00,"chbo","Chilbolton Observatory","2mepent",0.040608
"18828",2016-04-30 08:00:00,"chbo","Chilbolton Observatory","2mepent",0.031354
"18829",2016-04-30 09:00:00,"chbo","Chilbolton Observatory","2mepent",0.023982
"18830",2016-04-30 10:00:00,"chbo","Chilbolton Observatory","2mepent",0.01746
"18831",2016-04-30 11:00:00,"chbo","Chilbolton Observatory","2mepent",0.016412
"18832",2016-04-30 12:00:00,"chbo","Chilbolton Observatory","2mepent",0.010727
"18833",2016-04-30 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.02391
"18834",2016-04-30 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.018017
"18835",2016-04-30 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.025108
"18836",2016-04-30 16:00:00,"chbo","Chilbolton Observatory","2mepent",0.03827
"18837",2016-04-30 17:00:00,"chbo","Chilbolton Observatory","2mepent",0.021253
"18838",2016-04-30 18:00:00,"chbo","Chilbolton Observatory","2mepent",0.042614
"18839",2016-04-30 19:00:00,"chbo","Chilbolton Observatory","2mepent",0.030478
"18840",2016-04-30 20:00:00,"chbo","Chilbolton Observatory","2mepent",0.034701
"18841",2016-04-30 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.073636
"18842",2016-04-30 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.03577
"18843",NA,"chbo","Chilbolton Observatory","2mepent",0.064232
"18844",2016-05-01 00:00:00,"chbo","Chilbolton Observatory","2mepent",0.062505
"18845",2016-05-01 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.071533
"18846",2016-05-01 02:00:00,"chbo","Chilbolton Observatory","2mepent",0.103878
"18847",2016-05-01 03:00:00,"chbo","Chilbolton Observatory","2mepent",0.117816
"18848",2016-05-01 04:00:00,"chbo","Chilbolton Observatory","2mepent",0.129576
"18849",2016-05-01 05:00:00,"chbo","Chilbolton Observatory","2mepent",0.364765
"18850",2016-05-01 06:00:00,"chbo","Chilbolton Observatory","2mepent",0.3549
"18851",2016-05-01 07:00:00,"chbo","Chilbolton Observatory","2mepent",0.107096
"18852",2016-05-01 08:00:00,"chbo","Chilbolton Observatory","2mepent",0.013126
"18853",2016-05-01 10:00:00,"chbo","Chilbolton Observatory","2mepent",0.038581
"18854",2016-05-01 11:00:00,"chbo","Chilbolton Observatory","2mepent",0.012329
"18855",2016-05-01 12:00:00,"chbo","Chilbolton Observatory","2mepent",0.015654
"18856",2016-05-01 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.022526
"18857",2016-05-01 17:00:00,"chbo","Chilbolton Observatory","2mepent",0.007033
"18858",2016-05-01 18:00:00,"chbo","Chilbolton Observatory","2mepent",0.012793
"18859",2016-05-01 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.007194
"18860",2016-05-02 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.012468
"18861",2016-05-02 03:00:00,"chbo","Chilbolton Observatory","2mepent",0.010552
"18862",2016-05-02 05:00:00,"chbo","Chilbolton Observatory","2mepent",0.008524
"18863",2016-05-02 06:00:00,"chbo","Chilbolton Observatory","2mepent",0.035434
"18864",2016-05-02 07:00:00,"chbo","Chilbolton Observatory","2mepent",0.013416
"18865",2016-05-02 08:00:00,"chbo","Chilbolton Observatory","2mepent",0.061175
"18866",2016-05-02 09:00:00,"chbo","Chilbolton Observatory","2mepent",0.019598
"18867",2016-05-02 12:00:00,"chbo","Chilbolton Observatory","2mepent",0.025633
"18868",2016-05-02 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.010587
"18869",2016-05-02 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.023824
"18870",2016-05-02 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.014224
"18871",2016-05-02 18:00:00,"chbo","Chilbolton Observatory","2mepent",0.026374
"18872",2016-05-02 19:00:00,"chbo","Chilbolton Observatory","2mepent",0.047856
"18873",2016-05-02 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.017703
"18874",2016-05-02 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.012107
"18875",NA,"chbo","Chilbolton Observatory","2mepent",0.013437
"18876",2016-05-03 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.00595
"18877",2016-05-03 02:00:00,"chbo","Chilbolton Observatory","2mepent",0.045403
"18878",2016-05-03 04:00:00,"chbo","Chilbolton Observatory","2mepent",0.029792
"18879",2016-05-03 06:00:00,"chbo","Chilbolton Observatory","2mepent",0.032831
"18880",2016-05-03 08:00:00,"chbo","Chilbolton Observatory","2mepent",0.013248
"18881",2016-05-03 09:00:00,"chbo","Chilbolton Observatory","2mepent",0.009665
"18882",2016-05-03 10:00:00,"chbo","Chilbolton Observatory","2mepent",0.004906
"18883",2016-05-03 12:00:00,"chbo","Chilbolton Observatory","2mepent",0.043941
"18884",2016-05-03 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.026499
"18885",2016-05-03 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.02233
"18886",2016-05-03 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.045031
"18887",2016-05-03 16:00:00,"chbo","Chilbolton Observatory","2mepent",0.065004
"18888",2016-05-03 17:00:00,"chbo","Chilbolton Observatory","2mepent",0.023016
"18889",2016-05-03 18:00:00,"chbo","Chilbolton Observatory","2mepent",0.034043
"18890",2016-05-03 19:00:00,"chbo","Chilbolton Observatory","2mepent",0.049629
"18891",2016-05-03 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.042582
"18892",2016-05-03 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.062094
"18893",NA,"chbo","Chilbolton Observatory","2mepent",0.050859
"18894",2016-05-04 00:00:00,"chbo","Chilbolton Observatory","2mepent",0.11168
"18895",2016-05-04 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.093852
"18896",2016-05-04 02:00:00,"chbo","Chilbolton Observatory","2mepent",0.220257
"18897",2016-05-04 03:00:00,"chbo","Chilbolton Observatory","2mepent",0.209409
"18898",2016-05-04 04:00:00,"chbo","Chilbolton Observatory","2mepent",0.173724
"18899",2016-05-04 05:00:00,"chbo","Chilbolton Observatory","2mepent",0.19575
"18900",2016-05-04 06:00:00,"chbo","Chilbolton Observatory","2mepent",0.219735
"18901",2016-05-04 07:00:00,"chbo","Chilbolton Observatory","2mepent",0.173992
"18902",2016-05-04 08:00:00,"chbo","Chilbolton Observatory","2mepent",0.156508
"18903",2016-05-04 09:00:00,"chbo","Chilbolton Observatory","2mepent",0.086336
"18904",2016-05-04 11:00:00,"chbo","Chilbolton Observatory","2mepent",0.023899
"18905",2016-05-04 12:00:00,"chbo","Chilbolton Observatory","2mepent",0.098658
"18906",2016-05-04 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.046848
"18907",2016-05-04 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.128961
"18908",2016-05-04 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.160859
"18909",2016-05-04 16:00:00,"chbo","Chilbolton Observatory","2mepent",0.132258
"18910",2016-05-04 17:00:00,"chbo","Chilbolton Observatory","2mepent",0.128428
"18911",2016-05-04 18:00:00,"chbo","Chilbolton Observatory","2mepent",0.094399
"18912",2016-05-04 19:00:00,"chbo","Chilbolton Observatory","2mepent",0.075374
"18913",2016-05-04 20:00:00,"chbo","Chilbolton Observatory","2mepent",0.193039
"18914",2016-05-04 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.27471
"18915",2016-05-04 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.292434
"18916",NA,"chbo","Chilbolton Observatory","2mepent",0.198943
"18917",2016-05-05 00:00:00,"chbo","Chilbolton Observatory","2mepent",0.24131
"18918",2016-05-05 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.293593
"18919",2016-05-05 02:00:00,"chbo","Chilbolton Observatory","2mepent",0.212687
"18920",2016-05-05 03:00:00,"chbo","Chilbolton Observatory","2mepent",0.199769
"18921",2016-05-05 04:00:00,"chbo","Chilbolton Observatory","2mepent",0.179999
"18922",2016-05-05 05:00:00,"chbo","Chilbolton Observatory","2mepent",0.258505
"18923",2016-05-05 06:00:00,"chbo","Chilbolton Observatory","2mepent",0.145799
"18924",2016-05-05 07:00:00,"chbo","Chilbolton Observatory","2mepent",0.127424
"18925",2016-05-05 08:00:00,"chbo","Chilbolton Observatory","2mepent",0.083555
"18926",2016-05-05 09:00:00,"chbo","Chilbolton Observatory","2mepent",0.073382
"18927",2016-05-05 10:00:00,"chbo","Chilbolton Observatory","2mepent",0.057317
"18928",2016-05-05 11:00:00,"chbo","Chilbolton Observatory","2mepent",0.080708
"18929",2016-05-05 12:00:00,"chbo","Chilbolton Observatory","2mepent",0.057024
"18930",2016-05-05 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.046436
"18931",2016-05-05 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.025083
"18932",2016-05-05 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.035288
"18933",2016-05-05 16:00:00,"chbo","Chilbolton Observatory","2mepent",0.038216
"18934",2016-05-05 17:00:00,"chbo","Chilbolton Observatory","2mepent",0.064668
"18935",2016-05-05 18:00:00,"chbo","Chilbolton Observatory","2mepent",0.075263
"18936",2016-05-05 19:00:00,"chbo","Chilbolton Observatory","2mepent",0.226067
"18937",2016-05-05 20:00:00,"chbo","Chilbolton Observatory","2mepent",0.094428
"18938",2016-05-05 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.092147
"18939",2016-05-05 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.115091
"18940",2016-05-06 00:00:00,"chbo","Chilbolton Observatory","2mepent",0.145602
"18941",2016-05-06 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.232543
"18942",2016-05-06 02:00:00,"chbo","Chilbolton Observatory","2mepent",0.241185
"18943",2016-05-06 03:00:00,"chbo","Chilbolton Observatory","2mepent",0.273294
"18944",2016-05-06 04:00:00,"chbo","Chilbolton Observatory","2mepent",0.343619
"18945",2016-05-06 05:00:00,"chbo","Chilbolton Observatory","2mepent",0.334508
"18946",2016-05-06 06:00:00,"chbo","Chilbolton Observatory","2mepent",0.375688
"18947",2016-05-06 07:00:00,"chbo","Chilbolton Observatory","2mepent",0.340383
"18948",2016-05-06 08:00:00,"chbo","Chilbolton Observatory","2mepent",0.242519
"18949",2016-05-06 09:00:00,"chbo","Chilbolton Observatory","2mepent",0.128296
"18950",2016-05-06 11:00:00,"chbo","Chilbolton Observatory","2mepent",0.053441
"18951",2016-05-06 12:00:00,"chbo","Chilbolton Observatory","2mepent",0.021457
"18952",2016-05-06 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.048846
"18953",2016-05-06 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.055969
"18954",2016-05-06 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.052039
"18955",2016-05-06 16:00:00,"chbo","Chilbolton Observatory","2mepent",0.048646
"18956",2016-05-06 17:00:00,"chbo","Chilbolton Observatory","2mepent",0.062155
"18957",2016-05-06 18:00:00,"chbo","Chilbolton Observatory","2mepent",0.06898
"18958",2016-05-06 19:00:00,"chbo","Chilbolton Observatory","2mepent",0.088375
"18959",2016-05-06 20:00:00,"chbo","Chilbolton Observatory","2mepent",0.121091
"18960",2016-05-06 21:00:00,"chbo","Chilbolton Observatory","2mepent",0.176917
"18961",2016-05-06 22:00:00,"chbo","Chilbolton Observatory","2mepent",0.121095
"18962",NA,"chbo","Chilbolton Observatory","2mepent",0.170746
"18963",2016-05-07 00:00:00,"chbo","Chilbolton Observatory","2mepent",0.136388
"18964",2016-05-07 01:00:00,"chbo","Chilbolton Observatory","2mepent",0.176585
"18965",2016-05-07 02:00:00,"chbo","Chilbolton Observatory","2mepent",0.198979
"18966",2016-05-07 03:00:00,"chbo","Chilbolton Observatory","2mepent",0.216871
"18967",2016-05-07 04:00:00,"chbo","Chilbolton Observatory","2mepent",0.194856
"18968",2016-05-07 05:00:00,"chbo","Chilbolton Observatory","2mepent",0.254361
"18969",2016-05-07 06:00:00,"chbo","Chilbolton Observatory","2mepent",0.263264
"18970",2016-05-07 07:00:00,"chbo","Chilbolton Observatory","2mepent",0.290303
"18971",2016-05-07 08:00:00,"chbo","Chilbolton Observatory","2mepent",0.312243
"18972",2016-05-07 09:00:00,"chbo","Chilbolton Observatory","2mepent",0.160337
"18973",2016-05-07 10:00:00,"chbo","Chilbolton Observatory","2mepent",0.069982
"18974",2016-05-07 11:00:00,"chbo","Chilbolton Observatory","2mepent",0.082897
"18975",2016-05-07 12:00:00,"chbo","Chilbolton Observatory","2mepent",0.04649
"18976",2016-05-07 13:00:00,"chbo","Chilbolton Observatory","2mepent",0.076811
"18977",2016-05-07 14:00:00,"chbo","Chilbolton Observatory","2mepent",0.063989
"18978",2016-05-07 15:00:00,"chbo","Chilbolton Observatory","2mepent",0.075381
